651447,342201
956625,1534649
211245,201835
1450623,673818
444564,1338628
605508,1017799
30114,156901
147144,677252
700461,1056322
780402,1488952
513243,1379499
928425,1462290
883563,1516560
1204053,1238531
36945,148033
132975,101445
987102,1541290
12579,179045
186615,591314
582207,795637
931641,1172116
450507,687159
686427,686432
373716,1387606
806637,806686
1547424,592950
607725,1343396
658299,225321
587787,634567
1073556,531083
535464,543219
287658,1209583
1078014,1065984
150663,707663
559149,163323
632784,619199
45033,135858
360042,1277496
1118148,1515686
1121757,1103946
75429,7252
463905,558879
289050,1478566
797217,1269086
1185579,1012707
776232,1193969
1211706,326886
312879,1460059
434184,1332313
793437,1493011
180027,258751
563280,993566
1007052,1007043
201774,201652
1217424,295453
19524,318407
451590,928725
383640,1297993
518958,637877
967119,1308263
1017594,161347
1064778,1558628
1484772,1279063
111615,898889
410319,503969
515823,1154083
686841,249829
59448,603237
325884,697613
627555,581481
809223,1497222
1186470,1050045
150195,913825
1460028,1617155
1559241,1626376
1438911,636563
483789,1049616
143298,213005
164835,117232
853053,849715
735339,1482993
1294743,1125540
1435257,1614502
130785,256136
1147536,1128309
87579,87709
533556,63590
307176,294418
685821,1168637
864090,1511370
937560,1530166
795297,1128486
682242,1473668
815259,147989
950988,1177346
306645,196138
586509,971964
524235,951506
976602,1317247
838260,1505341
403380,1056704
127239,940250
69957,166690
355812,1240550
529005,887085
202851,790813
216285,1122367
52977,622163
1519641,1442422
534504,1025831
1332021,1602544
228462,752460
901839,1393570
598200,1422073
320337,1240391
1311720,402144
331512,1250986
542622,542395
501009,1013367
201003,1096867
101262,1422235
190152,1080415
920187,1168889
687453,323948
569715,1418088
334440,819462
531792,1470797
39417,508231
285279,967393
64710,706696
417840,1180297
832179,832182
1049052,994523
813858,1300309
26724,390745
102738,723133
846048,247288
867594,866723
450351,1341889
182622,1233081
170346,747190
1320033,1528732
370716,273609
1369926,1607254
586011,79746
378318,317
1268049,901085
632409,1077047
61476,569727
280032,219826
92718,840997
1128513,219991
1053447,831849
46062,39408
685971,324198
329736,1249367
613119,473519
68760,585861
820284,1376995
756150,1131501
996273,730501
1163949,247249
463659,1201816
124899,934105
1544655,211222
405780,499285
505944,1112342
629907,292482
1336698,1520698
1242786,993056
256053,1056818
634116,295545
1084599,488347
1627881,1576603
192981,1372828
380769,1295404
499860,1370919
20688,328664
663429,1449235
50271,1320432
348972,1268475
596853,1304920
143022,977541
1196760,28542
379143,377580
349767,368492
1605,93021
658362,199197
880455,474977
1125264,1570718
1555950,1052898
260391,1179289
903396,1521836
384930,858434
942807,978586
22068,327757
904815,907085
1343748,697359
60483,1122398
202683,189898
196902,246601
638379,1439418
171303,807396
429243,458533
802881,804115
736890,1356683
147921,537500
1347825,1191016
1049586,173788
114207,696908
996681,1085154
1263546,1593618
649839,126306
217668,424495
1139259,1573148
26247,373995
119148,120585
153387,529578
453660,955203
20664,15118
1372503,1114775
731697,1595110
197382,1091946
259368,912448
309015,801781
33870,457832
413961,503938
42684,75214
653832,1445916
286554,50258
1065048,1125384
1112418,1542772
969885,1109659
1464108,1617640
317391,834584
556509,1401669
1030761,1254222
868611,583838
551718,1399637
625911,1434789
466203,257531
685665,1405854
700302,1307082
150963,851415
721386,721260
1476822,787878
293412,355987
1280145,1389116
