3702,3994
7020,891
204,3795
3706,6881
160,2160
2904,6155
4628,1809
5090,306
5204,6333
2180,5817
3270,6874
4128,1005
436,4205
3700,6005
5688,3475
2588,2640
6676,5217
1044,3628
2398,5317
6592,5500
5028,3232
3202,3908
362,5522
862,4376
5428,6417
4602,3572
446,2674
5952,3705
4288,73
4414,1429
3360,4084
858,5544
1622,5840
6696,3725
106,2476
3338,2140
3796,4119
2008,561
1288,4769
3576,1647
4998,6416
5594,4368
1576,832
1448,3877
4166,4591
3832,6135
6438,5284
6990,6823
268,2431
5628,2984
1618,2472
3438,3072
86,2250
1462,6789
638,7079
3646,1936
4936,6933
358,5695
560,3762
5810,3002
5046,2332
1840,1611
2062,2466
3788,5889
4884,6486
2362,5649
2632,5061
4222,4296
1062,1078
4868,2558
3886,771
5312,7066
1192,6688
4948,6324
3964,2214
1178,5566
5726,4665
4860,6647
4768,2154
2654,4114
726,2113
2490,4577
6564,4973
4564,802
3226,697
608,6692
4094,418
5674,3906
294,2646
4698,6358
6698,5842
1342,6735
4702,3945
1644,1208
6210,3247
6812,2525
1026,1587
852,1316
3958,3571
1944,5224
3756,6632
4932,1179
6588,800
202,6273
2590,5042
4748,2380
4660,5036
5006,3149
5014,6667
5616,244
596,7097
4370,6630
454,6501
6134,6567
2354,783
4352,131
5144,4061
6118,6718
5802,4734
4116,1566
5122,4808
1386,4875
1942,6949
2604,6447
5576,6070
5646,4844
1142,5542
2768,3857
1424,6474
3986,4757
5044,4228
4940,3993
5926,3297
4396,2559
1624,4453
4422,4089
2210,5091
1498,7013
640,6466
2026,3353
5412,4482
2168,4977
3498,3692
3468,4467
6174,5465
4324,6851
4614,3039
3842,709
5390,5736
3766,4943
1934,2482
4400,4390
476,2264
5960,5013
894,2344
6756,745
5530,3058
1484,6207
2516,1827
3786,4429
5214,5367
2526,3146
3950,6752
7040,4926
6808,1948
6620,6498
4980,3069
4962,6979
748,2418
4966,5166
4444,1542
48,3099
1236,6900
5128,6172
5382,1539
448,5174
392,5556
6300,6242
932,5472
6520,5168
2596,3190
4212,5065
24,6978
5298,4209
4078,4899
1162,15
810,6151
1882,4937
2778,2056
22,4543
5660,2304
2882,2961
1010,5898
6902,4051
1402,3874
3990,5467
78,3497
144,6021
494,807
4196,7032
1428,3208
1374,4026
474,784
5110,5533
650,6878
2636,6053
3268,3305
3212,2074
2738,7116
6930,6211
6986,3911
914,1972
2176,12
4728,5984
5142,6331
490,2347
6708,1812
4052,2888
1560,6381
3784,5356
2828,5930
5342,4846
6384,2334
732,5161
2934,1613
2450,5872
6700,6148
5744,4057
126,6649
4004,6132
2656,5650
2730,2357
4070,5309
3424,5370
2638,1127
5138,5023
4032,4787
4204,4603
1244,5827
4200,5160
1820,6849
3806,6944
1568,6298
5010,5538
3850,1111
5024,5424
792,4969
6056,4654
3508,5672
604,5972
3682,6028
3456,5457
4374,4961
466,2808
5814,6025
6270,5749
4780,1686
1168,6717
2664,6742
6168,5057
3032,2957
1808,4520
944,5377
1046,1264
1816,1980
1158,4403
344,6284
4742,6602
1556,5276
2034,905
3520,4816
3910,6813
6060,3859
3462,2089
316,835
4198,4765
3902,7025
304,5510
3548,4516
4598,5464
5350,774
1726,2668
4910,1699
6336,1185
1126,3672
3470,1549
5772,6557
3856,2146
5812,1249
692,5626
3524,5910
3790,6967
5738,6581
300,4795
5228,6691
3976,2141
5146,6887
3742,5127
3904,1965
4122,3620
2438,5392
4208,5369
1112,3300
5974,1156
552,450
3760,5383
3050,2543
1214,3811
2142,5124
6,6286
5070,2885
5092,4309
6636,2690
2060,6459
242,4797
2244,3614
5982,6230
3982,4087
4738,6863
1080,5987
986,3398
1658,3657
3746,5043
2202,6291
6368,5068
6758,4880
7048,3150
6016,547
1406,6571
5776,3401
1966,2564
5192,758
2394,1465
820,5586
1994,5966
3900,1628
1920,1453
6412,1687
4464,5891
1306,6434
176,3818
6206,5348
2840,6945
5892,4417
3108,5300
5564,510
2314,3588
2340,5946
6998,6969
1666,6007
5886,6550
5162,4550
5768,6954
388,3448
6782,3652
3820,4236
2536,2359
1760,1922
5496,1591
6374,5655
2270,1345
5852,5426
2922,2043
5786,3777
1108,7078
4242,5813
5782,2575
2064,1967
3238,7103
6744,1839
5132,6262
6388,4016
3192,1595
2608,1743
6178,5079
2712,3726
5554,4383
3670,6657
2732,7035
3418,4922
6074,5236
4450,2099
4796,74
1454,413
5234,2376
1226,987
4736,1640
1472,727
114,1129
5030,3413
4410,4863
6326,2764
1086,5885
686,6469
5038,4613
2720,2298
1170,481
5434,2116
4086,3414
138,6844
480,5435
3124,5704
212,6807
3836,3218
5018,6185
5140,1141
1352,1216
1242,3255
676,569
1270,1874
3154,5968
5524,1442
6364,5773
4100,4098
7018,581
3960,4651
502,5934
5858,2200
4140,6235
5976,6889
972,2066
710,3417
946,2500
6014,4082
1524,3647
1482,6209
5836,5152
2148,2705
5540,6788
6860,2297
7102,1515
4732,343
2960,661
3638,7057
3320,6833
2872,1399
5266,994
216,3733
4760,3490
6224,5374
2402,6084
5410,2070
5208,3016
5766,4740
6352,3615
2086,641
1598,7024
5670,4271
286,5136
1790,1906
132,2290
5268,4314
7096,5352
3004,3131
3138,3391
3098,5719
6362,1738
4576,6654
1008,499
2858,5372
4924,2455
4530,511
1284,4604
1348,3695
1254,5868
5520,4492
6170,1996
2784,100
4218,2983
6380,4029
654,1315
4886,1750
4426,7052
2222,4289
3830,5153
4076,6190
5824,4971
3776,4455
1506,4934
790,4790
2044,6282
1846,7093
3738,5394
2574,551
5684,2031
6238,2247
2504,2846
6838,3681
880,6661
5848,2975
3558,6087
4685,4900
1053,1813
1,3180
2117,1082
2325,6706
1031,3333
4425,565
2511,2417
2909,252
6051,557
6755,6487
6435,2878
2251,1177
4163,2327
2867,5076
491,4468
4671,4363
2555,6724
4173,6137
3061,1239
1755,2331
4663,71
6911,4554
3653,6366
4913,5490
2641,2378
1481,1637
4641,2622
3533,6404
3569,5944
6245,3984
5519,4448
3713,7041
5565,280
2321,6719
2497,3430
4949,7050
3549,6167
1483,4054
1207,1931
539,4345
2053,4818
5657,885
1681,2252
897,6643
1959,6984
7099,1487
4983,437
3013,3679
4559,2091
2161,5362
5445,3182
6127,5830
3927,2804
5117,6183
6371,3483
2149,5158
3799,2616
6545,7076
2447,6675
3797,1478
6477,1114
1781,342
7117,3296
1701,4694
3035,3710
7051,2278
3371,6625
3209,6959
6825,704
5591,4919
3837,4993
4755,6340
3577,3295
3015,2688
1889,1468
1801,1388
1579,4739
2845,453
4947,4726
4889,4272
2009,6745
